,title,rated,genre,runtime,open_date,close_date,studio,director,writer,actors,plot,language,boxoffice,opening,gross,dvd,open_theaters,max_theaters,awards,imdb_id,imdb_rating,imdb_votes,imdb_metascore,rotten_tomato_meter
447,The Lure,Not Rated,"Comedy, Drama, Fantasy, Horror, Musical, Thriller",92.0,2017-02-01,2017-05-04,Janus Films,Agnieszka Smoczynska,Robert Bolesto,"Marta Mazurek, Michalina Olszanska, Kinga Preis, Andrzej Konopka","In Warsaw, a pair of mermaid sisters are adopted into a cabaret. While one seeks love with humans the other hungers to dine on the human population of the city.",Polish,0.0,7370.0,37100.0,2017-12-31,1.0,7.0,20 wins & 14 nominations.,tt5278832,6.3,5360.0,72.0,0.67
448,False Confessions,N/A,"Comedy, Drama",82.0,2017-07-14,2017-12-31,Big World Pictures,"Luc Bondy, Marie-Louise Bischofberger(co-director)","Luc Bondy, Marivaux (play), Geoffrey Layton (collaborating writer)","Isabelle Huppert, Louis Garrel, Bulle Ogier, Yves Jacques",Luc Bondy's final feature film as director draws talent from both stage and screen to bring Pierre de Marivaux's 1737 play into 21st century Paris. Isabelle Huppert commands the screen as ...,French,0.0,7361.0,29000.0,2017-12-31,2.0,3.0,N/A,tt5925968,5.2,196.0,41.0,0.67
449,Big Time,PG,"Documentary, Music",87.0,2017-12-01,2017-12-03,Abramorama,Chris Blum,"Kathleen Brennan, Tom Waits","Tom Waits, Michael L. Blair, Ralph Carney, Greg Cohen","Bringing his unique sense of humor to this bizarre and original piece of moviemaking, Tom Waits takes the audience through a musical journey with his jazzy, quirky, bluesy tunes presented ...",English,0.0,7347.0,7347.0,2017-12-31,2.0,2.0,N/A,tt0094743,8.2,656.0,0.0,0.85
450,Taipei Story,Not Rated,Drama,119.0,2017-03-17,2017-03-23,Janus Films,Edward Yang,"T'ien-wen Chu, Hsiao-Hsien Hou, Edward Yang","Chin Tsai, Hsiao-Hsien Hou, I-Chen Ko, Su-Yun Ko","Lung, a former member of the national Little League team and now operator of an old-style fabric business, is never able to shake a longing for his past glory. One day, he runs into a forme...","Min Nan, Mandarin, Hokkien",0.0,7333.0,12897.0,2017-12-31,1.0,1.0,3 nominations.,tt0089866,7.6,1466.0,0.0,0.67
451,Buster's Mal Heart,Unrated,"Drama, Mystery, Thriller",96.0,2017-04-28,2017-07-13,Well Go USA Entertainment,Sarah Adina Smith,Sarah Adina Smith,"Rami Malek, DJ Qualls, Kate Lyn Sheil, Sukha Belle Potter",A family man's chance encounter with a conspiracy-obsessed drifter leaves him on the run from the police and an impending event known as the Inversion.,English,72622.0,7137.0,72000.0,2017-07-18,1.0,18.0,3 nominations.,tt5173032,6.1,6022.0,63.0,0.72
452,Panique,N/A,Drama,97.0,2017-01-20,2017-12-31,Rialto Pictures,Jean-Claude Lord,"Jean-Claude Lord, Jean Salvy, Jean Salvy (dialogue)","Paule Baillargeon, Jean Coutu, Lise Thouin, Pierre Thériault",Industrial pollution causes water poisoning and generalized sickness in a nearby city and is the start of a major news scandal.,French,0.0,7062.0,46041.0,2017-12-31,1.0,3.0,N/A,tt0125975,5.6,33.0,0.0,0.67
453,Bobbi Jene,N/A,"Documentary, Drama, Romance",95.0,2017-09-22,2017-11-05,Oscilloscope,Elvira Lind,Maja Jul Larsen (script consultant),"Laura Dern, Ohad Naharin, Or Schraiber, Bobbi Jene Smith","A love story portraying the dilemmas and inevitable consequences of ambition. It is a film about a woman's fight for independence, trying to succeed with her own art in the extremely competitive world of dance.",English,15981.0,7035.0,18579.0,2017-12-31,1.0,3.0,5 wins & 4 nominations.,tt6082630,6.3,311.0,52.0,0.59
454,Bill Nye: Science Guy,Not Rated,Documentary,101.0,2017-10-27,2017-02-01,PBS Distribution,"David Alvarado, Jason Sussberg",N/A,"Neil deGrasse Tyson, Bill Nye, Ann Druyan, Heather Berlin",A famous television personality struggles to restore science to its rightful place in a world hostile to evidence and reason.,English,22786.0,7005.0,72520.0,2017-12-31,1.0,9.0,N/A,tt4853154,6.0,882.0,73.0,1.0
455,Maurice2017 Re-release,,,0.0,2017-05-19,2017-07-02,Cohen Media Group,,,,,,,6972.0,45926.0,,1.0,4.0,,,,,,0.67
456,The Farthest,PG,"Documentary, History",121.0,2017-08-11,2017-08-24,Abramorama,Emer Reynolds,Emer Reynolds,"Frank Drake, Carolyn Porco, John Casani, Lawrence Krauss",It is one of humankind's greatest achievements. More than 12 billion miles away a tiny spaceship is leaving our Solar System and entering the void of deep space - the first human-made object ever to do so.,"English, Hungarian, Chinese, Greek,  Ancient (to 1453), Hindi, Nepali, Portuguese, Arabic",13557.0,6900.0,14773.0,2017-12-31,2.0,2.0,8 wins & 6 nominations.,tt6223974,8.1,3146.0,87.0,1.0
457,One Week and a Day,N/A,"Comedy, Drama",98.0,2017-04-28,2017-06-29,Oscilloscope,Asaph Polonsky,Asaph Polonsky,"Sharon Alexander, Shai Avivi, Tomer Capon, Evgenia Dodina","When Eyal finishes the week of mourning for his late son, his wife urges him to return to their routine but instead he gets high with a young neighbor and sets out to discover that there ...",Hebrew,41528.0,6833.0,38417.0,2017-09-05,3.0,16.0,8 wins & 14 nominations.,tt4777584,6.7,778.0,72.0,0.67
458,The Last Shaman,N/A,"Documentary, Adventure, Drama, Family",77.0,2017-05-12,2017-06-08,Abramorama,Raz Degan,Raz Degan,"Guillermo Arevalo, James Freeman","James gives himself 12 months before he has 'a license to kill himself', he sets off to the amazon rainforest with hopes of finding a shaman who can save his life.","English, Spanish",0.0,6799.0,17844.0,2017-12-31,1.0,4.0,N/A,tt3511124,6.8,798.0,49.0,0.4
459,Le Trou,Not Rated,"Crime, Drama, Thriller",131.0,2017-06-28,2017-09-28,Rialto Pictures,Jacques Becker,"José Giovanni (novel), Jacques Becker (adaptation), José Giovanni (adaptation), Jean Aurel (adaptation), Jacques Becker (dialogue), José Giovanni (dialogue)","Michel Constantin, Jean Keraudy, Philippe Leroy, Raymond Meunier",In prison four long-sentence inmates planning an elaborate escape cautiously induct a new inmate to join in their scheme which leads to distrust and uncertainty.,French,30973.0,6756.0,34588.0,2001-11-20,1.0,3.0,Nominated for 2 BAFTA Film Awards. Another 2 wins & 1 nomination.,tt0054407,8.5,12895.0,0.0,0.67
460,SHOT! The Psycho-Spiritual Mantra of Rock,Not Rated,"Documentary, Biography, Music",98.0,2017-04-07,2017-04-27,Magnolia Pictures,Barney Clay,N/A,Mick Rock,A joyride that delves deep into the mind of rock and roll's greatest living photographer: Mick Rock.,English,14037.0,6694.0,15157.0,2017-04-07,2.0,2.0,1 nomination.,tt3044562,6.8,373.0,64.0,0.67
461,Naples '44,Not Rated,"Documentary, War",80.0,2017-11-29,2017-12-17,First Run,Francesco Patierno,"Norman Lewis (novel), Francesco Patierno (screenplay by)","Benedict Cumberbatch, Adriano Giannini, Alan Arkin, Ernest Borgnine",A British Intelligence Officer in Naples at the end of World War II: Norman Lewis's acknowledged masterpiece about a war-torn city and its unforgettable humanity.,"Italian, English",0.0,6636.0,24620.0,2017-12-31,1.0,2.0,1 win & 1 nomination.,tt3886508,6.8,104.0,51.0,0.63
462,The Persian Connection,N/A,"Action, Crime, Mystery, Thriller",103.0,2017-07-14,2017-12-31,The Samuel Goldwyn Company,Daniel Grove,"Daniel Grove (story), Daniel Grove, Reza Sixo Safai (story)","Reza Sixo Safai, Helena Mattsson, Parviz Sayyad, Julian Sands","After being wrongly accused of stealing from his former boss, an Iranian gangster with girl problems must hunt down stolen drugs in this neon-noir fever dream set in the bizarre Persian and Russian Los Angeles underworld where obscene reigns supreme.","English, Persian, Russian",0.0,6634.0,6634.0,2017-12-31,1.0,1.0,1 nomination.,tt4831810,5.0,255.0,49.0,0.63
463,Quest,N/A,"Animation, Short, Comedy, Family",12.0,2017-12-01,2017-01-18,First Run,Tyron Montgomery,Thomas Stellmach (story),N/A,"In the desolate landscapes of an unforgiving desert, a desperate for water wanderer summons up the strength to follow the muffled sound of dripping liquid, only to pay the high price of pursuing a dream. Is all hope lost?",None,0.0,6591.0,47807.0,2017-12-31,1.0,3.0,Won 1 Oscar. Another 19 wins & 1 nomination.,tt0117419,7.3,601.0,0.0,0.98
464,All the Queen's Horses,TV-14,Documentary,70.0,2017-11-10,2017-11-23,Argot Pictures,Kelly Richmond Pope,N/A,N/A,"In 2012, Crundwell was arrested as the largest municipal fraud perpetrator in the nation's history, embezzling upwards of $50 million as the comptroller and treasurer of Dixon, a city in ...",English,0.0,6573.0,16172.0,2017-12-31,1.0,1.0,N/A,tt5709852,6.6,218.0,0.0,0.8
465,The Recall,R,"Action, Sci-Fi, Thriller",90.0,2017-06-02,2017-06-22,Freestyle Releasing,Mauro Borrelli,"Mauro Borrelli (story by), Reggie Keyohara III, Sam Acton King, Teddy Wynne (additional writer)","Wesley Snipes, RJ Mitte, Jedidiah Goodacre, Laura Bilgeri","When five friends vacation at a remote lake house they expect nothing less than a good time, unaware that planet Earth is under an alien invasion and mass-abduction.",English,19566.0,6570.0,22943.0,2017-12-31,7.0,31.0,1 win.,tt5669936,4.4,6390.0,0.0,0.67
466,Mansfield 66/67,Not Rated,"Documentary, Biography, Musical",84.0,2017-10-27,2017-12-17,FilmBuff,"P. David Ebersole, Todd Hughes",N/A,"Ann Magnuson, Richmond Arquette, Kenneth Anger, A.J. Benza","MANSFIELD 66/67 is about the last two years of movie goddess Jayne Mansfield's life, and the rumours swirling around her untimely death.",English,0.0,6451.0,16372.0,2017-12-31,1.0,12.0,N/A,tt6027344,6.0,166.0,54.0,0.79
467,The Passion of Joan of Arc,Not Rated,"Biography, Drama, History",114.0,2017-11-24,2017-12-07,Janus Films,Carl Theodor Dreyer,"Joseph Delteil, Carl Theodor Dreyer","Maria Falconetti, Eugene Silvain, André Berley, Maurice Schutz","In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",French,0.0,6408.0,21877.0,1999-11-09,1.0,1.0,2 wins & 1 nomination.,tt0019254,8.2,41943.0,0.0,0.67
468,Vince Giordano: There's a Future in the Past,N/A,"Documentary, Biography, History, Music",90.0,2017-01-13,2017-12-31,First Run,"Dave Davidson, Amber Edwards","Dave Davidson, Amber Edwards","Vince Giordano, Garrison Keillor, David Johansen, Terry Gross","Bandleader Vince Giordano keeps the Jazz Age alive with his 11-member band The Nighthawks, vintage musical instruments, and a collection of more than 60,000 original arrangements from the 1920s and '30s.",English,14285.0,6285.0,12125.0,2017-12-31,1.0,1.0,N/A,tt4322510,8.2,21.0,74.0,1.0
469,XX,R,Horror,80.0,2017-02-17,2017-03-23,Magnolia Pictures,"Roxanne Benjamin, Karyn Kusama, St. Vincent, Jovanka Vuckovic","Jovanka Vuckovic (written for the screen by), Jack Ketchum (based on the story written by), Roxanne Benjamin, St. Vincent, Roxanne Benjamin, Karyn Kusama","Natalie Brown, Jonathan Watton, Peter DaCunha, Peyton Kennedy",Four short horror films that are directed and written by women.,English,30611.0,6222.0,30911.0,2017-05-23,7.0,16.0,1 nomination.,tt3322892,4.5,10138.0,64.0,0.7
470,Ugetsu,Not Rated,"Drama, Fantasy, War",96.0,2017-03-01,2017-12-31,Janus Films,Kenji Mizoguchi,"Matsutarô Kawaguchi (adaptation), Hisakazu Tsuji (idea), Akinari Ueda (stories), Yoshikata Yoda (screenplay)","Machiko Kyô, Mitsuko Mito, Kinuyo Tanaka, Masayuki Mori","A tale of ambition, family, love, and war set in the midst of the Japanese Civil Wars of the sixteenth century.",Japanese,6154.0,6154.0,11197.0,2005-11-08,1.0,1.0,Nominated for 1 Oscar. Another 4 wins & 1 nomination.,tt0046478,8.3,18376.0,0.0,0.67
471,The Freedom to Marry,NOT RATED,Documentary,86.0,2017-03-03,2017-04-20,Argot Pictures,Eddie Rosenstein,N/A,"Evan Wolfson, Mary Bonauto, April DeBoer, Noel Freeman","Over the last four decades, the concept of same-sex couples marrying went from a 'preposterous notion' to the national law. The Freedom to Marry movement is now known as one of the most ...",English,6142.0,6142.0,16611.0,2017-12-31,1.0,3.0,8 wins.,tt5241356,7.2,76.0,67.0,0.94
472,The Ornithologist,Unrated,"Adventure, Drama, Mystery",117.0,2017-06-23,2017-09-14,Strand Releasing,João Pedro Rodrigues,João Pedro Rodrigues,"Paul Hamy, João Pedro Rodrigues, Xelo Cagiao, Han Wen","Fernando, a solitary ornithologist, is looking for black storks when he is swept away by the rapids. Rescued by a couple of Chinese pilgrims, he plunges into an eerie and dark forest, trying to get back on his track.","Portuguese, English, Mandarin, Mirandese, Latin",0.0,6132.0,48546.0,2017-12-31,2.0,6.0,14 wins & 27 nominations.,tt4929038,6.3,2385.0,85.0,0.67
473,Una,R,"Drama, Romance",94.0,2017-10-06,2017-10-29,Eammon Films,Benedict Andrews,"David Harrower (based on his play ""Blackbird"")","Ruby Stokes, Rooney Mara, David Shields, Ben Mendelsohn","A woman confronts an older man, her former neighbour, to find out why he abandoned her after they had a sexual relationship.",English,0.0,6120.0,22815.0,2018-01-02,1.0,7.0,3 nominations.,tt2315582,6.2,8195.0,62.0,0.76
474,Sidemen: Long Road to Glory,N/A,"Documentary, Biography, History, Music",77.0,2017-08-18,2017-09-24,Abramorama,Scott D. Rosenbaum,"Jasin Cadic, Scott D. Rosenbaum","Marc Maron, Pinetop Perkins, Hubert Sumlin, Willie 'Big Eyes' Smith","SIDEMEN - Long Road To Glory is an intimate look at the incredible lives and legacies of piano player Pinetop Perkins, drummer Willie 'Big Eyes' Smith and guitarist Hubert Sumlin, all Muddy...",English,0.0,6120.0,20592.0,2017-12-31,1.0,6.0,5 wins & 3 nominations.,tt5191938,8.0,80.0,70.0,1.0
475,Dina,Not Rated,Documentary,103.0,2017-10-06,2017-11-23,The Orchard,"Antonio Santini, Dan Sickles",N/A,"Dina Buno, Scott Levin, Frank Costanzo, Jeannie Levin",An eccentric suburban woman and a Walmart door greeter navigate their evolving relationship in this unconventional love story.,English,90873.0,6015.0,90503.0,2017-12-31,1.0,24.0,6 wins & 3 nominations.,tt6333058,6.8,535.0,75.0,0.98
476,Lemon,Not Rated,"Comedy, Drama",83.0,2017-08-18,2017-10-05,Magnolia Pictures,Janicza Bravo,"Janicza Bravo, Brett Gelman","Brett Gelman, Judy Greer, Michael Cera, Gillian Jacobs",A man watches his life unravel after he is left by his girlfriend of 10 years.,English,0.0,5957.0,29258.0,2017-12-31,2.0,13.0,1 win & 6 nominations.,tt5973364,4.6,1363.0,59.0,0.56
477,The Pathological Optimist,TV-14,"Documentary, Biography",93.0,2017-09-29,2017-10-08,The Film Arcade,Miranda Bailey,N/A,N/A,"In the center of the recent Tribeca Film Festival scandal surrounding his film VAXXED: From Cover-up to Controversy stands Andrew Wakefield, discredited and stripped of his medical license ...",N/A,5946.0,5946.0,11222.0,2017-12-31,1.0,2.0,2 wins.,tt6391732,5.8,82.0,0.0,0.67
478,Another WolfCop,N/A,"Comedy, Fantasy, Horror",82.0,2017-12-01,2017-12-10,Parade Deck Films,Lowell Dean,Lowell Dean,"Leo Fafard, Yannick Bisson, Amy Matysio, Jonathan Cherry",Alcoholic werewolf cop Lou Garou springs into action when an eccentric businessman with evil intentions seduces Woodhaven's residents with a new brewery and hockey team in this outrageous horror-comedy sequel.,English,0.0,5890.0,7285.0,2018-07-03,6.0,6.0,N/A,tt4515762,4.8,974.0,0.0,0.67
479,"A Woman, a Part",Not Rated,Drama,97.0,2017-03-22,2017-06-15,Strand Releasing,Elisabeth Subrin,Elisabeth Subrin,"Dagmara Dominczyk, Maggie Siff, Khandi Alexander, John Ortiz","An exhausted, workaholic actress, Anna Baskin, 44, abruptly extricates herself from a successful but mind-numbing TV role, returning to her past life in New York to reinvent herself.",English,0.0,5869.0,23435.0,2017-12-31,1.0,3.0,2 nominations.,tt4637878,5.4,377.0,66.0,0.67
480,Birdboy: The Forgotten Children,N/A,"Animation, Drama, Horror, Sci-Fi",76.0,2017-12-15,2017-02-22,GKIDS,"Pedro Rivero, Alberto Vázquez","Joe Deasy (script adaptation), Pedro Rivero, Pedro Rivero, Stephanie Sheh (script adaptation), Alberto Vázquez, Alberto Vázquez","Andrea Alzuri, Eva Ojanguren, Josu Cubero, Félix Arcarazo",Three children decide to leave their homes looking for a better life.,"Spanish, English",0.0,5849.0,38786.0,2017-12-31,4.0,9.0,7 wins & 5 nominations.,tt5004766,7.3,1604.0,76.0,0.67
481,Afterimage,N/A,"Biography, Drama, History",98.0,2017-05-19,2017-08-17,Film Movement,Andrzej Wajda,"Andrzej Wajda (idea), Andrzej Mularczyk (screenplay)","Boguslaw Linda, Bronislawa Zamachowska, Zofia Wichlacz, Krzysztof Pieczynski","The story of charismatic painter Wladyslaw Strzeminski, who opposed social realism and maintained his own artistic freedom in spite of political obstacles.",Polish,0.0,5832.0,32397.0,2017-12-31,1.0,6.0,1 win & 12 nominations.,tt5186236,7.0,2146.0,75.0,0.67
482,Like Crazy,PG-13,"Drama, Romance",86.0,2017-05-05,2017-12-31,Strand Releasing,Drake Doremus,"Drake Doremus, Ben York Jones","Anton Yelchin, Felicity Jones, Jennifer Lawrence, Charlie Bewley","A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",English,3388210.0,5799.0,106922.0,2012-03-06,2.0,13.0,9 wins & 6 nominations.,tt1758692,6.7,56453.0,68.0,0.67
483,Permanent,PG-13,Comedy,93.0,2017-12-15,2017-01-11,Magnolia Pictures,Colette Burson,Colette Burson,"Alexis Leggett, Kaleigh Jo Keller, Kira McLean, Patricia Arquette","Permanent is a comedy about bad hair, adolescence, and socially awkward family members. It involves life-altering permanents and poorly-made toupees. Obstacles to daily survival ensue.",English,12777.0,5722.0,12847.0,2018-04-03,8.0,8.0,N/A,tt5933560,5.5,1565.0,41.0,0.44
484,Ribbons,N/A,Thriller,95.0,2017-09-22,2017-11-23,Indican Pictures,Elias Matar,"Edward E. Romero, Elias Matar (original story), Edward E. Romero (original story)","Brian Krause, Patrick Hickman, Haidyn Harvey, Anna Easteden",A wounded young soldier and a psychologically damaged girl get caught in the crossfire between her estranged family and an Armenian hitman.,English,0.0,5715.0,27959.0,2017-12-31,5.0,5.0,1 win.,tt4581734,6.5,22.0,0.0,0.67
485,Aida's Secrets,Not Rated,Documentary,90.0,2017-10-20,2017-01-28,Music Box Films,"Alon Schwarz, Shaul Schwarz","Halil Efrat, Alon Schwarz","Izak Sagi, Shep Shell, Aida Zasadsinska","Family secrets, lies, high drama and generations of contemporary history unspool in this international story that begins with World War II and concludes with an emotional 21st-century ...","English, Hebrew",96104.0,5665.0,97909.0,2018-01-23,1.0,9.0,1 win & 2 nominations.,tt5706568,7.0,101.0,80.0,1.0
486,The Fencer2016 Re-release,,,0.0,2017-07-21,2017-01-18,CFI Releasing,,,,,,,5572.0,95952.0,,2.0,7.0,,,,,,0.67
